# Table: secmatv1_2006_04_0809
# Stability threshold: 100
# Iteration threshold: 109
# 
# Columns: Iteration Stability Subkey0 ... Subkey7

68	0	60	19	17	46	22	24	16	44	
69	0	60	31	26	46	22	24	16	44	
70	0	60	31	26	46	22	24	16	44	
71	0	60	31	17	46	22	24	16	44	
72	0	60	10	56	46	22	50	16	44	
73	0	60	31	26	46	22	24	16	44	
74	0	60	31	26	46	22	24	16	44	
75	0	60	10	56	46	22	50	16	44	
76	0	60	10	56	46	22	50	16	44	
77	0	60	10	56	46	22	50	16	44	
78	0	60	10	56	46	22	50	16	44	
79	0	60	10	56	46	22	50	16	44	
80	0	60	11	1	46	22	50	16	44	
81	0	60	11	1	46	22	50	16	44	
82	0	60	10	56	46	22	50	16	44	
83	0	60	57	13	46	22	19	16	44	
84	1	60	11	56	46	22	50	16	44	
85	2	60	11	56	46	22	50	16	44	
86	3	60	11	56	46	22	50	16	44	
87	4	60	11	56	46	22	50	16	44	
88	0	60	11	1	46	22	50	16	44	
89	0	60	11	1	46	22	50	16	44	
90	0	60	11	1	46	22	50	16	44	
91	0	60	11	1	46	22	50	16	44	
92	0	60	11	1	46	22	50	16	44	
93	0	60	11	17	46	22	50	16	44	
94	0	60	10	56	46	22	50	16	44	
95	0	60	10	56	46	22	50	16	44	
96	0	60	10	56	46	22	50	16	44	
97	0	60	11	1	46	22	50	16	44	
98	0	60	16	26	46	22	19	16	44	
99	0	60	16	26	46	22	19	16	44	
100	0	60	10	56	46	22	50	16	44	
101	0	60	10	56	46	22	50	16	44	
102	0	60	10	56	46	22	50	16	44	
103	0	60	10	56	46	22	50	16	44	
104	0	60	10	56	46	22	50	16	44	
105	0	60	56	56	46	22	50	16	44	
106	0	60	56	56	46	22	50	16	44	
107	0	60	56	56	46	22	50	16	44	
108	0	60	56	56	46	22	50	16	44	
109	1	60	11	56	46	22	50	16	44	
110	2	60	11	56	46	22	50	16	44	
111	3	60	11	56	46	22	50	16	44	
112	4	60	11	56	46	22	50	16	44	
113	5	60	11	56	46	22	50	16	44	
114	6	60	11	56	46	22	50	16	44	
115	7	60	11	56	46	22	50	16	44	
116	8	60	11	56	46	22	50	16	44	
117	9	60	11	56	46	22	50	16	44	
118	10	60	11	56	46	22	50	16	44	
119	11	60	11	56	46	22	50	16	44	
120	12	60	11	56	46	22	50	16	44	
121	13	60	11	56	46	22	50	16	44	
122	14	60	11	56	46	22	50	16	44	
123	15	60	11	56	46	22	50	16	44	
124	16	60	11	56	46	22	50	16	44	
125	17	60	11	56	46	22	50	16	44	
126	18	60	11	56	46	22	50	16	44	
127	19	60	11	56	46	22	50	16	44	
128	20	60	11	56	46	22	50	16	44	
129	21	60	11	56	46	22	50	16	44	
130	22	60	11	56	46	22	50	16	44	
131	23	60	11	56	46	22	50	16	44	
132	24	60	11	56	46	22	50	16	44	
133	25	60	11	56	46	22	50	16	44	
134	26	60	11	56	46	22	50	16	44	
135	27	60	11	56	46	22	50	16	44	
136	28	60	11	56	46	22	50	16	44	
137	29	60	11	56	46	22	50	16	44	
138	30	60	11	56	46	22	50	16	44	
139	31	60	11	56	46	22	50	16	44	
140	32	60	11	56	46	22	50	16	44	
141	33	60	11	56	46	22	50	16	44	
142	34	60	11	56	46	22	50	16	44	
143	35	60	11	56	46	22	50	16	44	
144	36	60	11	56	46	22	50	16	44	
145	37	60	11	56	46	22	50	16	44	
146	38	60	11	56	46	22	50	16	44	
147	39	60	11	56	46	22	50	16	44	
148	40	60	11	56	46	22	50	16	44	
149	41	60	11	56	46	22	50	16	44	
150	42	60	11	56	46	22	50	16	44	
151	43	60	11	56	46	22	50	16	44	
152	44	60	11	56	46	22	50	16	44	
153	45	60	11	56	46	22	50	16	44	
154	46	60	11	56	46	22	50	16	44	
155	47	60	11	56	46	22	50	16	44	
156	48	60	11	56	46	22	50	16	44	
157	49	60	11	56	46	22	50	16	44	
158	50	60	11	56	46	22	50	16	44	
159	51	60	11	56	46	22	50	16	44	
160	52	60	11	56	46	22	50	16	44	
161	53	60	11	56	46	22	50	16	44	
162	54	60	11	56	46	22	50	16	44	
163	55	60	11	56	46	22	50	16	44	
164	56	60	11	56	46	22	50	16	44	
165	57	60	11	56	46	22	50	16	44	
166	58	60	11	56	46	22	50	16	44	
167	59	60	11	56	46	22	50	16	44	
168	60	60	11	56	46	22	50	16	44	
169	61	60	11	56	46	22	50	16	44	
170	62	60	11	56	46	22	50	16	44	
171	63	60	11	56	46	22	50	16	44	
172	64	60	11	56	46	22	50	16	44	
173	65	60	11	56	46	22	50	16	44	
174	66	60	11	56	46	22	50	16	44	
175	67	60	11	56	46	22	50	16	44	
176	68	60	11	56	46	22	50	16	44	
177	69	60	11	56	46	22	50	16	44	
178	70	60	11	56	46	22	50	16	44	
179	71	60	11	56	46	22	50	16	44	
180	72	60	11	56	46	22	50	16	44	
181	73	60	11	56	46	22	50	16	44	
182	74	60	11	56	46	22	50	16	44	
183	75	60	11	56	46	22	50	16	44	
184	76	60	11	56	46	22	50	16	44	
185	77	60	11	56	46	22	50	16	44	
186	78	60	11	56	46	22	50	16	44	
187	79	60	11	56	46	22	50	16	44	
188	80	60	11	56	46	22	50	16	44	
189	81	60	11	56	46	22	50	16	44	
190	82	60	11	56	46	22	50	16	44	
191	83	60	11	56	46	22	50	16	44	
192	84	60	11	56	46	22	50	16	44	
193	85	60	11	56	46	22	50	16	44	
194	86	60	11	56	46	22	50	16	44	
195	87	60	11	56	46	22	50	16	44	
196	88	60	11	56	46	22	50	16	44	
197	89	60	11	56	46	22	50	16	44	
198	90	60	11	56	46	22	50	16	44	
199	91	60	11	56	46	22	50	16	44	
200	92	60	11	56	46	22	50	16	44	
201	93	60	11	56	46	22	50	16	44	
202	94	60	11	56	46	22	50	16	44	
203	95	60	11	56	46	22	50	16	44	
204	96	60	11	56	46	22	50	16	44	
205	97	60	11	56	46	22	50	16	44	
206	98	60	11	56	46	22	50	16	44	
207	99	60	11	56	46	22	50	16	44	
208	100	60	11	56	46	22	50	16	44	
